paperID;studyID;publicationYear;rct;effectID;nFemale;nMale;nGenderReported;journal;doiPublication;locationWhereConducted;latitudeUniversity;country;h5indexGSJournalMarch2016;citationsGSMarch2016;firstDatabaseHit;direction;focalVariable;useMA;reportedOverallN;focalGroupComparison;linkToBivariateCorrelations;F;logRegB;b;t;r;chiSq;beta;waldchisq;df1;df2;nWarm;nCold;nControl;nInt2;nInt3;nInt4;nInt5;mWarm;mCold;mControl;sdWarm;sdCold;sdControl;nItems;sampleType;pReported;design;activePassiveControl;dReported;etaSq;published;effectTypeNeitherCompensatoryPrimingBoth;physicalTemperatureManipulation;physicalTemperatureManipulationElisa;physicalTemperatureManipulationBill;physicalTemperatureManipulationBastien;visualVerbalTemperaturePrime;visualVerbalTemperaturePrimeElisa;visualVerbalTemperaturePrimeBill;visualVerbalTemperaturePrimeBastien;outsideTemperature;outsideTemperatureElisa;outsideTemperatureBill;outsideTemperatureBastien;temperatureEstimate;temperatureEstimateElisa;temperatureEstimateBill;temperatureEstimateBastien;subjectiveWarmthJudgment;subjectiveWarmthJudgmentElisa;subjectiveWarmthJudgmentBill;subjectiveWarmthJudgmentBastien;coreTemperatureMeasurement;coreTemperatureMeasurementElisa;coreTemperatureMeasurementBill;coreTemperatureMeasurementBastien;skinTemperatureMeasurement;skinTemperatureMeasurementElisa;skinTemperatureMeasurementBill;skinTemperatureMeasurementBastien;skinLocation;moderatedEffect;moderatedEffectElisa;designFeaturesPrimingCompensatoryElisa;designFeaturesPrimingCompensatoryBill;designFeaturesPrimingCompensatoryBastien;categoryEmotion;categoryEmotionElisa;categoryEmotionBill;categoryEmotionBastien;categoryInterpersonal;categoryInterpersonalElisa;categoryInterpersonalBill;categoryInterpersonalBastien;categoryPersonPerception;categoryPersonPerceptionElisa;categoryPersonPerceptionBill;categoryPersonPerceptionBastien;categoryGroupProcesses;categoryGroupProcessesElisa;categoryGroupProcessesBill;categoryGroupProcessesBastien;categoryRobotics;categoryRoboticsElisa;categoryRoboticsBill;categoryRoboticsBastien;categoryMoralJudgment;categoryMoralJudgmentElisa;categoryMoralJudgmentBill;categoryMoralJudgmentBastien;categorySelfRegulation;categorySelfRegulationElisa;categorySelfRegulationBill;categorySelfRegulationBastien;categoryCognitiveProcesses;categoryCognitiveProcessesElisa;categoryCognitiveProcessesBill;categoryCognitiveProcessesBastien;categoryJudgmentAndDecisionMaking;categoryJudgmentAndDecisionMakingElisa;categoryJudgmentAndDecisionMakingBill;categoryJudgmentAndDecisionMakingBastien;categoryNeuralMechanisms;categoryNeuralMechanismsElisa;categoryNeuralMechanismsBill;categoryNeuralMechanismsBastien;positiveNegativeAffect;moderationAttachment;attachmentMeasure;socialThermoregulationAttachment;sourceTargetDirectionalityElisa;sourceTargetDirectionalityBill;sourceTargetDirectionalityBastien;nvTestsAwareness;nvLackIntention;nvEfficiencyBehavior;nvLackControl;vTestsAwareness;vLackIntention;vEfficiencyBehavior;vLackControl;testsInnateness;ethnicityReported
15;1;2014;1;2;24;23;0;Frontiers in Psychology;10.3389/fpsyg.2014.01086;Nagoya University;35.154877;Japan;54;1;PsycInfo;1;1;1;46;;;;;;0.07;;;;;;44;;23;23;;;;;;;;;;;8;student;0.945;Between;1;0.02;;1;2;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;;0;0;0;1;0;0;0;0;0;0;0;0;
15;2;2014;1;1;17;24;0;Frontiers in Psychology;10.3389/fpsyg.2014.01086;Nagoya University;35.154877;Japan;54;1;PsycInfo;1;1;0;41;interaction;;3.54;;;;;;;;1;39;;21;20;;;;;;;;;;;16;student;0.067;Mixed Model;1;;0.03;1;2;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;1;0;0;0;0;0;0;0;0;
15;2;2014;1;3;17;24;0;Frontiers in Psychology;10.3389/fpsyg.2014.01086;Nagoya University;35.154877;Japan;54;1;PsycInfo;1;1;1;41;;;;;;0.85;;;;;;39;;;;;;;;;;;;;;8;student;0.403;Between;1;0.21;;1;2;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;;0;0;0;1;0;0;0;0;0;0;0;0;
15;2;2014;1;2;17;4;0;Frontiers in Psychology;10.3389/fpsyg.2014.01086;Nagoya University;35.154877;Japan;54;1;PsycInfo;1;1;1;41;;;;;;0.04;;;;;;39;;;;;;;;;;;;;;8;student;0.97;Between;1;0.012;;1;2;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;;0;0;0;1;0;0;0;0;0;0;0;0;
16;1;2013;1;1;56;25;0;Acta Psychologica;10.1016/j.actpsy.2013.03.011;University of TŸbingen;48.521636;Germany;37;2;Web of Science;1;1;1;81;;;;;;2.23;;;;;;79;;;;;;;;4.38;5.1;;1.62;1.24;;6;student;0.029;Between;;0.51;;1;2;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;
16;2;2013;1;1;20;56;0;Acta Psychologica;;University of TŸbingen;48.521636;Germany;37;2;Web of Science;;0;0;76;(interaction);;;;;;;;;;;;;;;;;;;;;;;;;;student;<.001;Between;;;;1;2;1;1;1;;0;0;0;;0;0;0;;0;0;0;;0;0;0;;0;0;0;;0;0;0;;;1;1;0;0;;0;0;0;;1;1;1;;0;0;0;;0;0;0;;0;0;0;;0;0;0;;0;0;0;;1;1;1;;0;0;0;;0;0;0;;0;0;0;;0;0;;0;0;;0;0;;0;0;;
16;2;2013;1;1;20;56;0;Acta Psychologica;;University of TŸbingen;48.521636;Germany;37;2;Web of Science;;0;0;76;;;;;;;;;;;;;;;;;;;;;;;;;;;student;0.013;Between;;;;1;2;1;1;1;;0;0;0;;0;0;0;;0;0;0;;0;0;0;;0;0;0;;0;0;0;;;1;1;0;0;;0;0;0;;1;1;1;;0;0;0;;0;0;0;;0;0;0;;0;0;0;;0;0;0;;1;0;1;;0;0;0;;0;0;0;;0;0;0;;0;0;;0;0;;0;0;;0;0;;
17;;2015;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;1;;1;3;56;34;0;;;California State University;33.764135;USA;;0;Google Scholar citing W&B;1;1;1;90;warm vs. cold comparison taken (there was also neutral);;0.876;;;;;;;;1;47;;;;;;;;;;;;;;;student;0.35;Between;;0.25;;0;2;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;
19;1;;1;1;56;34;0;;;California State University;33.764135;USA;;0;Google Scholar citing W&B;1;1;1;90;;;;;;2.24;;;;;1;47;;;;;;;;5.88;4.69;;2.1;1.51;;;student;0.03;Between;;0.65;;0;2;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;1;0;;;0;0;0;0;0;0;0;0;0;0;0;0;
19;1;;1;2;56;34;0;;;California State University;33.764135;USA;;0;Google Scholar citing W&B;1;1;1;90;;;;;;1.74;;;;;1;47;;;;;;;;19.46;17.38;;4.3;4.3;;;student;0.08;Between;;0.5;;0;2;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;
20;1;;1;3;;;;;;The Chinese University of Hong Kong ;22.417534;China;;0;PsycInfo;1;1;1;44;;;0.36;;;;;;;;1;42;21;23;;;;;;;;;;;;10;student;0.55;Between;;;;0;2;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;;;0;0;0;0;0;0;0;0;0;0;0;0;
20;1;;1;1;;;;;;The Chinese University of Hong Kong ;22.417534;China;;0;PsycInfo;1;1;1;44;;;1.74;;;;;;;;1;42;21;23;;;;;;;;;;;;10;student;0.19;Between;;;;0;2;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;1;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;;;0;0;0;0;0;0;0;0;0;0;0;0;
20;1;;1;1a;;;;;;The Chinese University of Hong Kong ;22.417534;China;;0;PsycInfo;1;1;1;44;;;3.09;;;;;;;;1;42;21;23;;;;;;6.33;5.43;;1.88;1.5;;;student;<.09;Between;;;;0;2;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;
20;1;;1;1b;;;;;;The Chinese University of Hong Kong ;22.417534;China;;0;PsycInfo;1;1;1;44;;;7.17;;;;;;;;1;42;21;23;;;;;;4.7;6.35;;2.66;1.77;;;student;<.05;Between;;;0.15;0;2;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;
20;1;;1;2;;;;;;The Chinese University of Hong Kong ;22.417534;China;;0;PsycInfo;1;1;1;44;;;8.73;;;;;;;;1;42;21;23;;;;;;5.48;3.91;;;;;9;student;<.01;Between;;0.91;0.17;0;2;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;
20;6;;1;3;57;36;0;;;The Chinese University of Hong Kong ;22.417534;China;;0;PsycInfo;1;1;1;93;;;0.21;;;;;;;;1;91;46;47;;;;;;2.66;2.56;;;;;10;student;0.65;Between;;0.1;;0;2;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;1;0;;;0;0;0;0;0;0;0;0;0;0;0;0;
20;6;;1;2;57;36;0;;;The Chinese University of Hong Kong ;22.417534;China;;0;PsycInfo;1;1;1;93;;;0.87;;;;;;;;1;91;46;47;;;;;;4.37;4.11;;;;;10;student;0.36;Between;;0.2;;0;2;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;1;0;;;0;0;0;0;0;0;0;0;0;0;0;0;
20;6;;1;1b;57;36;0;;;The Chinese University of Hong Kong ;22.417534;China;;0;PsycInfo;1;1;0;93;interaction;;4.82;;;;;;;;1;89;46;47;;;;;;5.77;6.84;;;;;;student;<.05;Between;;;;0;2;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;1;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;
20;6;;1;1a;57;36;0;;;The Chinese University of Hong Kong ;22.417534;China;;0;PsycInfo;1;1;0;;interaction;;4.84;;;;;;;;1;89;46;47;;;;;;6.29;5.14;;;;;;student;<.05;Between;;;;0;2;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;1;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;
20;7;;1;1;135;55;0;;;The Chinese University of Hong Kong ;22.417534;China;;0;PsycInfo;1;1;0;109;interaction;;4.43;;;;;;;;1;104;;;;;;;;;;;;;;9;student;<.05;Between;;;;0;2;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;
21;1;2014;0;1;; ;;Journal of Consumer Psychology;10.1016/j.jcps.2013.09.006;Colorado Food Court;40.57029;USA;35;6;Informal;1;1;1;56;;;;;;3.28;;;;;;54;28;28;;;;;;20.21;22.57;;3.25;1.97;;;general;<.01;Between;;0.89;;1;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;1;0;1;0;0;0;0;0;0;0;0;0;
21;2;2014;1;1;29;25;0;Journal of Consumer Psychology;10.1016/j.jcps.2013.09.006;Colorado State University;40.57029;USA;35;6;Informal;1;1;1;54;;;;;;2.71;;;;;;52;27;27;;;;;;-0.21;0.05;;0.37;0.34;;;student;<.01;Between;;0.75;;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;
21;3;2014;1;1b;47;47;0;Journal of Consumer Psychology;10.1016/j.jcps.2013.09.006;Colorado State University;40.57029;USA;35;6;Informal;1;1;0;94;interaction;;6.09;;;;;;;;1;93;24;23;23;24;;;;5.87;5.08;;0.78;1.38;;;student;<.05;Between;;;;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;1;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;
21;3;2014;1;1a;47;47;0;Journal of Consumer Psychology;10.1016/j.jcps.2013.09.006;Colorado State University;40.57029;USA;35;6;Informal;1;1;0;94;interaction;;6.24;;;;;;;;1;93;24;23;23;24;;;;5.29;6.09;;1.16;0.95;;;student;<.05;Between;;;;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;1;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;
22;1;2015;1;1;68;25;0;British Journal of Social Psychology;10.1111/bjso.12088;Florida State University;30.440962;USA;30;2;Web of Science;1;1;0;93;interaction;;4.78;;;;;;;;1;89;26;24;25;18;;;;;;;;;;10;student;0.03;Between;0;;0.05;1;3;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;1;1;1;1;0;1;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;
22;2;2015;1;1;49;34;0;British Journal of Social Psychology;10.1111/bjso.12088;Florida State University;30.440962;USA;30;2;Web of Science;1;1;0;83;interaction;;4.27;;;;;;;;2;77;14;16;13;17;9;14;;;;;;;;10;student;0.02;Between;;;0.1;1;3;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;1;0;1;1;0;1;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;
23;1;2014;1;1;18;30;0;Journal of Personality and Social Psychology;10.1037/a0038153;University of Chicago;41.78957;USA;81;5;Web of Science;1;1;0;49;interaction;;4.4;;;;;;;;1;46;24;24;;;;;;;;;;;;10;student;0.041;Mixed Model;;;0.09;1;1;0;1;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;1;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;
23;2;2014;1;1;145;126;2;Journal of Personality and Social Psychology;10.1037/a0038153;Museum of Science and Industry, Chicago;41.790609;USA;81;5;Web of Science;1;1;0;273;interaction;;13.25;;;;;;;;1;131;;;;;;;;;;;;;;10;general;0.0004;Between;;;0.09;1;3;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;1;1;1;1;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;
23;3;2014;1;1;62;87;0;Journal of Personality and Social Psychology;10.1037/a0038153;University of Chicago;41.78957;USA;81;5;Web of Science;1;1;0;149;interaction;;3.6;;;;;;;;1;147;74;75;;;;;;;;;;;;10;student;0.059;Mixed Model;;;0.02;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;1;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;
23;4;2014;1;1;250;246;0;Journal of Personality and Social Psychology;10.1037/a0038153;Mturk;;USA;81;5;Web of Science;1;1;1;496;;;3.11;;;;;;;;1;492;248;248;;;;;;1.85;1.63;;1.04;0.94;;;general;0.078;Between;;0.16;0.006;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;1;1;1;0;0;0;0;0;0;0;0;0;
23;4;2014;1;2;250;246;0;Journal of Personality and Social Psychology;10.1037/a0038153;Mturk;;USA;81;5;Web of Science;1;1;0;496;interaction;;5.31;;;;;;;;1;492;248;248;;;;;;;;;;;;2;general;0.022;Between;;;0.01;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;1;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;1;1;1;0;0;0;0;0;0;0;0;0;
23;Discussion Study;2014;1;1;;;;Journal of Personality and Social Psychology;;University of Chicago;41.78957;;81;5;Web of Science;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;
24;1;2008;1;1;;;;Science;10.1126/science.1162548;Yale University;41.306519;USA;316;743;Web of Science;1;1;1;41;;;4.08;;;;;;;;1;39;;;;;;;;4.71;4.25;;;;;5;student;0.05;Between;;0.64;;1;2;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;
24;2;2008;1;1a;;;;Science;10.1126/science.1162548;Yale University;41.306519;USA;316;743;Web of Science;1;1;0;53;interaction;;;2.41;;;;4.192;;4.192;1;;27;;;;;;;;;;;;;;;0.041;Between;;;;1;2;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;1;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;
24;2;2008;1;1b;;;;Science;10.1126/science.1162548;Yale University;41.306519;USA;316;743;Web of Science;1;1;0;53;interaction;;;0.763;;;;0.091;;0.091;1;;;25;;;;;;;;;;;;;;0.764;Between;;;;1;2;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;1;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;
25;;2010;1;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26;1;2008;;1;6;6;0;Cognitive Neuroscience;;University of Oxford;51.752021;;19;71;PsycInfo;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27;1;2012;0;1;13;6;0;Emotion;10.1037/a0027236;Sun Y at-Sen University;40.918301;China;56;41;Google Scholar citing W&B;1;1;1;19;;;;;;2.17;;;;;;550;;;;;;;;;;;;;;;student;0.031;Within;;;;1;1;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;
27;2;2012;1;1;50;40;0;Emotion;10.1037/a0027236;Sun Y at-Sen University;40.918301;China;56;41;Google Scholar citing W&B;1;1;1;90;"changed into cold vs. neutral (warm was very warm here); split evenly in conditions";;4.27;;;;;;;;1;59;;30;30;;;;;;4.41;3.81;;1.13;1.12;20;student;0.043;Between;1;0.54;;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;
27;3;2012;0;1;534;518;18;Emotion;10.1037/a0027236;The Netherlands;52.132633;Netherlands;56;41;Google Scholar citing W&B;1;1;1;1070;;;;;;8.51;;;;;;3206;;;;;;;;;;;;;;;general;0.001;Within;;;;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;1;1;1;0;0;0;0;0;0;0;0;0;
27;4;2012;1;1;35;29;0;Emotion;10.1037/a0027236;Sun Y at-Sen University;40.918301;China;56;41;Google Scholar citing W&B;1;1;1;64;;;4.51;;;;;;;;1;62;;;;;;;;19.81;17.44;;4.47;4.48;;;student;0.039;Between;;0.54;;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;1;1;1;0;0;0;0;0;0;0;0;0;
